,0,1,2,3,4,5,6,7,8,9
0,29.208739313680404,24.547017965224914,24.670378515920305,24.573864205174374,29.884951886092594,24.520901150242956,23.84633258589548,24.74781437776898,103,58
1,55.89611549881579,47.00162379262238,48.882256792186425,50.22000391637541,57.33638589043044,48.02644344247356,46.95362054770124,49.68355011939478,202,87
2,102.6666744373899,77.70765802984789,77.40623836001721,80.21942917274501,100.30102672156409,80.66892344208891,75.64751979065713,81.38253004568982,338,93
3,77.88092227322265,54.92051747897255,54.44730864124875,55.75125160655607,76.84752158648016,57.109303730797066,52.6099409296145,56.43323375310827,243,80
4,29.41722709912906,23.432511746823746,22.231805932151552,23.918455221895663,29.558076837769576,23.256516555333015,21.73767707725262,24.447729529644786,99,62
5,47.07795743035725,32.034482961692355,33.265978859992885,35.6215807479575,45.81750574661662,33.59893502346043,33.07242135457694,35.51113787534603,148,66
6,52.26554660009993,40.51876496788114,33.59529112877484,39.62039730324409,52.58242953758309,39.597083810752466,34.97632511309468,38.84416153856972,166,119
7,81.74325946676511,54.33705123545879,48.540162362071015,55.37952693570509,79.13868809427666,55.70922899176033,49.19085346461048,55.96122944935248,240,101
8,59.04477065898156,44.570413366547704,39.815688824423475,46.569127150047244,59.30835624969307,45.87911379406019,39.71377269924955,45.0987572569972,190,113
9,43.80610259285504,43.53826757448583,34.21553857567478,39.44009125698432,44.111888176218336,42.77369597913012,35.38638113020324,38.72803471444833,161,80
10,50.65627572670871,42.8545329361235,46.84570837223133,43.64348296493652,51.93124568940727,43.27452810051893,45.249647995729426,43.544578214344384,184,94
11,44.409379266051786,31.89855834097806,31.00525219203192,33.68681020093823,43.85719420814351,33.30018422905469,31.146978245389647,32.69564331741215,141,73
12,83.72193644606328,57.83186443196383,49.942505060131516,61.50369406184141,82.0429357960078,58.33405665732234,51.136798526057966,61.486209020611895,253,125
13,46.775179646788565,34.43330672249485,34.81456026678801,35.97695336392856,46.907030546839046,34.77119363748165,34.93037735223984,35.39139846343943,152,81
14,47.227391277550616,32.97660799852869,30.677056269857303,36.11894445406338,47.60598917056178,33.80121187652645,29.8752316923609,35.717567260550844,147,84
15,68.24716255367767,47.51039744892034,42.59364493671428,50.6487950606877,67.78931714942541,48.23466202243221,42.24173079467204,50.734290033470295,209,75
16,53.29472992857276,36.67393841442017,38.47116014366512,33.56017151334197,51.60869344825297,38.76752219705031,38.07744535402444,33.54633900067226,162,83
17,54.79599530002954,37.09261507485826,38.18883128409225,40.92255834101993,54.726279238111545,38.74022535279356,37.801190772024555,39.73230463707037,171,92
18,39.3549048120907,28.76707599370436,26.85891139054023,30.01910780366472,38.560987979730506,29.418276577773945,27.75435588844812,29.266379554047425,125,65
19,91.74536642292121,45.05773217071559,43.75705908703344,50.439842319329735,90.69670354459917,46.83991021598179,44.873886206286095,48.589500033132936,231,128
20,37.36765751971085,25.23627612984114,21.697541015765264,28.698525334682742,36.67759493997466,25.531139135416684,22.209322271063304,28.581943653545338,113,54
21,44.91295318043849,28.44931096365805,25.887208622894832,34.7505272330086,43.15866988803396,30.61894083882339,25.824913183301433,34.397476089841206,134,60
22,100.35644700219633,62.65808062591486,56.99124426068553,61.994228111203284,96.49774129126911,65.83910146801506,55.99316248404464,63.6699947566712,282,97
23,63.58458754434399,61.84206320520623,56.57564399088831,60.99770525956146,66.32634844815378,61.88755342620934,53.94139330481556,60.84470482082128,243,77
24,37.483833989952515,29.087112793022563,24.934765282480008,29.494287934544914,36.47279211067894,30.440682979185308,25.22357147984599,28.862953430289764,121,59
25,28.12014584084943,18.358228748303286,16.9074334273053,19.61419198354198,28.124388638020953,18.905223918372066,16.81157512023953,19.15881232336745,83,60
26,47.39573699051284,37.50625605114993,32.643354878584816,37.454652079752435,47.08046444412606,37.328795363591375,33.50909820871067,37.081641983571885,155,76
27,67.29032825021501,58.209389590484975,57.29002025195115,55.21026190734887,67.45366013995493,58.50845929997408,56.08730729429286,55.95057326577815,238,90
28,91.53696385219429,77.90238386832567,69.99355465253782,76.56709762694224,89.90634665765855,79.2070430591295,70.6283979384206,76.25821234479136,316,99
29,40.084348609230474,36.313749375842335,28.925832453506914,33.67606956142028,40.832500934594115,35.4002103819809,28.87835842325287,33.88893026017212,139,74
30,77.3863336281667,73.42665428201711,63.603479868498496,66.58353222131768,77.92436692819308,71.07022410116964,64.9600373780119,67.04537159262534,281,83
31,69.32009130471327,46.747441462296635,46.11672693721793,49.815740295772194,66.8748982918139,49.64292351335928,46.761298228227176,48.72087996659967,212,71
32,33.25639630623958,34.252462688850535,31.811606959920482,32.67953404498941,34.5604856483853,33.03364553079969,31.73158818336021,32.67428063745483,132,65
33,69.58265758424501,51.08777490506044,54.101559194389075,53.22800831630551,66.87636971379102,52.831743191664216,54.766696301144755,53.5251907934,228,88
34,59.25708621633018,45.89672637749111,38.14835390207359,40.69783350410508,56.867328520533135,48.42053428497169,38.08157317609606,40.63056401839915,184,96
35,48.462473723990236,33.84338044598579,35.723889061643526,37.97025676838044,48.36359150205179,34.359421687903264,35.40074394339655,37.8762428666484,156,81
36,52.390886331803735,43.41050785212308,38.77733528559954,42.421270530473635,52.77192156391084,44.3559382901803,37.587141778043666,42.284998367865235,177,77
37,55.14828280839925,45.857755410689194,45.2511232748252,49.74283850608641,55.81056728305093,46.32149713464725,44.93430328857469,48.93363229372711,196,91
38,51.40500294578035,36.233421570278644,31.162390068652307,38.19918541528865,51.76077138417905,36.714964588947694,31.192812581384818,37.33145144548844,157,98
39,71.63494142230843,62.54625785426869,60.70611972307641,67.11268100034646,71.6233940825655,64.41065145820923,60.02768044928564,65.93827400993959,262,89
40,37.263264677654995,31.092734999347613,30.944122822589232,31.69987750040813,36.8891739759372,32.03096891486478,31.042145321315225,31.037711787882806,131,65
41,52.41901309206524,38.07884710210946,34.46579868184215,37.036341123983135,52.45527571183546,38.73725403600933,33.39458265711161,37.412887595043586,162,80
42,37.13900844083365,29.375239971652306,25.981458783809643,32.504292803704416,37.48980129964614,29.994892508181056,26.60325689398947,30.91204929818333,125,73
43,47.25242200699461,40.65398660464527,39.913463778841894,42.18012760951822,47.02690020877993,41.63524215649111,39.856036070895335,41.481821563833634,170,75
44,75.24543389550409,63.15544507726264,57.540183555640915,61.058937471592365,76.72315092920255,62.80979218882516,57.48761543604506,59.97944144592727,257,111
45,50.43462486292417,31.67653176336067,30.763956601432564,33.12488677228261,48.83238555891724,31.4090144056107,32.271866774259784,33.486733261212294,146,73
46,83.42656397253546,58.05082640361955,56.68891296924191,59.83369665460308,83.73401829644276,58.30314341955992,56.65809947746871,59.30473880652861,258,108
47,94.49201959659935,86.65875204036232,80.31684261272996,77.53238575030839,93.445308804176,86.04269722884696,81.34704778716197,78.16494617981512,339,118
48,56.963996743631924,44.62469341474464,42.86246247072603,45.548847370897434,56.292973943032884,46.80857921909536,42.830023549104034,44.06842328876769,190,85
49,71.00935764102701,46.19021520360919,47.07050718602214,50.72991996934166,69.24748652564399,47.47494747447164,46.87791713289425,51.39964886699013,215,72
50,88.4771821679014,63.71558204405331,63.004313291048256,68.80292249699704,86.71458831753417,66.93478743379494,61.874783569299446,68.47584067937146,284,97
51,66.64678432633613,51.9730039858021,55.22561389310593,55.15459779475586,66.8434714968844,53.076939299320216,53.78608571135241,55.293503492442994,229,99
52,41.5362759202244,35.60615654472693,39.20800015215861,36.64956738289007,42.85836057230139,36.41659668633823,37.04536664271851,36.67967609864185,153,79
53,34.414857272792645,23.940574710898947,24.189504512353622,25.455063503954765,33.80492049772345,24.970775495102906,23.384345154697453,25.83995885247619,108,67
54,92.73630492886778,65.87506326786695,66.32429856818753,66.06433323507775,90.16943139662754,66.57632694493496,66.85546189720932,67.39877976122813,291,77
55,28.4114878739872,23.564335709807445,23.52956806827781,24.49460834792754,27.9948675749499,23.87678371037367,23.63962715331081,24.48872156136561,100,54
56,36.26407747432506,24.9051909170293,22.951214115616036,24.879517493029603,35.421615074598,25.11461333446805,22.97075137854264,25.49302021239129,109,71
57,68.29935579217083,50.36685035937808,52.64754221747751,50.68625163097366,67.25518984170685,51.829191351564305,51.49401543250268,51.421603374226116,222,88
58,41.39256439989985,28.667239310729553,22.82672414332272,30.11347214604789,40.278555164828525,29.227103577688627,23.773892932070932,29.720448325411915,123,59
59,49.02622274923698,27.891926240918927,25.239872907125104,26.84197810271898,47.582284073865296,29.025541986884424,25.92673106159584,26.465442877654446,129,68
60,73.85849604106728,54.788571226442286,60.290013291645074,60.06291944084528,71.13864398147507,56.4660730430166,62.23332571429748,59.16195726121087,249,95
61,107.83652148094153,86.54938057935686,84.08311791508994,85.53098002461164,106.96040938527466,88.10438526869982,82.79485547167445,86.14034987435114,364,112
62,55.04401301540523,44.359767710744904,41.846288653324095,48.74993062052579,54.494324504350274,45.281968112025766,41.707899864263,48.51580751936096,190,94
63,49.200093043126245,41.42324567322467,35.42003141281978,41.95662987082932,48.017923509263994,42.681887967703936,35.99702733904045,41.30316118399163,168,64
64,51.1039953043543,37.96059639937401,36.38739213035619,37.54801616591548,51.84063127224513,38.586114879842995,34.94637131477797,37.626882533133916,163,66
65,59.8557872046101,48.05522204403944,44.31158878174355,50.777401969606885,61.09779282323364,48.27591437451286,43.958220312705066,49.66807248954843,203,94
66,69.61623901641966,63.68815952192167,64.42324415641515,64.2723573052435,70.78523483336456,65.67386747172438,62.56502687575288,62.975870819158175,262,69
67,48.73426391787702,36.12399207327497,36.465413019673555,35.67633098917445,47.06658417518584,38.28686679709215,35.924967984898906,35.721581042823104,157,55
