,0,1,2,3,4,5,6,7,8,9
0,28.48069353111629,25.48592079442312,23.530418040207497,25.502967634253096,28.58858586545361,25.502546703266603,23.588951558352736,25.319915872927062,103,58
1,50.71500024341861,40.593098602769075,42.08812084693437,42.60378030687796,51.53300880475304,41.26252281292734,40.74619066004807,42.45827772227154,176,83
2,32.81471118543941,25.52891035904443,25.969181907922145,26.68719654759401,32.36933417852467,26.33547034903904,25.870055093077333,26.425140379358947,111,65
3,76.28305541175007,55.303048527732535,56.457618906668635,54.95627715384873,76.00144230029082,57.05429372628846,52.82596871086893,57.118295262551776,243,80
4,29.851535992891144,23.216092327162222,22.39865431345489,23.53371736649175,29.777287807886648,23.335461251693665,21.45064686058646,24.436604079833224,99,62
5,46.70042427015442,33.72448017671421,32.60382358322104,34.97127196991032,45.51837171944103,34.18738819517836,33.09113436798591,35.20310571739472,148,66
6,115.05257078958647,97.53364188861826,90.7701004367459,102.64368688504946,113.320206381382,98.63015924519628,91.79258795212877,102.25704642129293,406,108
7,38.47409647725015,33.923540703640924,31.6690938097665,33.93326900934243,38.11397075788552,34.0700770196746,32.07998945175708,33.73596277068278,138,55
8,35.723418382200705,27.544218247374825,23.356594960296302,27.37576841012816,36.33349289670924,27.399206258885464,23.713043432445886,26.55425741195941,114,68
9,49.90971197320189,42.38033968120157,48.99766132790325,42.71228701769324,51.432993719627696,42.86546859316385,46.72257961838603,42.97895806882245,184,94
10,42.45192262473336,37.21095469677209,31.542090615115537,37.79503206337899,44.11352212506131,36.988019621741685,31.031649179419343,36.86680907377768,149,83
11,41.717814252919936,32.0149037356581,33.59623876436507,33.67104324705689,41.45227309933207,33.255783538159164,33.248902031411696,33.043041331097086,141,73
12,80.4369445692082,57.89763660613359,51.414038897493306,63.251379927164884,78.65388688249257,59.11831637280963,51.92129408073761,63.30650266396016,253,125
13,45.84065619745037,34.94998542352924,34.705183448777895,36.50417493024246,46.58881134064969,34.71039191216932,34.70314909725245,35.99764764992856,152,81
14,46.383598729987824,32.373854024077616,31.109595698200994,37.132951547733576,46.181819718239446,33.08661911930409,31.023056068327623,36.70850509412884,147,84
15,65.4480216732328,47.47852395416295,46.412552222349305,49.66090215025496,64.78444148181127,49.26509541387477,44.81303539368399,50.13742771062996,209,75
16,67.25566594785684,57.43604430053915,56.74168780696444,54.56660194463958,67.20793199171766,58.15386181518687,55.23744720782781,55.40075898526765,236,100
17,39.38965365931962,29.24551890569591,26.28018137222545,30.084646062759017,38.37639972041739,28.92786783894089,27.88360618167819,29.81212625896355,125,65
18,88.34901451993714,48.76730876590338,44.433829768904424,49.449846945255096,87.93971344652925,49.74982586942543,45.82096326401987,47.48949742002549,231,128
19,35.48338885471421,25.01084220644703,23.712836737114912,28.79293220172385,35.4271588579441,25.179929546769554,23.832360030394458,28.56055156489188,113,54
